clean_path,degraded_path,degradation_type,parameters_used
synthetic_pairs\clean\00001383_000.png,synthetic_pairs\degraded\00001383_000_deg_2_contrast_compression.png,contrast_compression,pct=0.56
synthetic_pairs\clean\00001383_000.png,synthetic_pairs\degraded\00001383_000_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0344
synthetic_pairs\clean\00001383_001.png,synthetic_pairs\degraded\00001383_001_deg_1_underexposure.png,underexposure,factor=0.52
synthetic_pairs\clean\00001383_001.png,synthetic_pairs\degraded\00001383_001_deg_2_combined.png,combined,"gaussian_noise+underexposure(variance=0.0206,factor=0.34)"
synthetic_pairs\clean\00001383_001.png,synthetic_pairs\degraded\00001383_001_deg_3_poisson_noise.png,poisson_noise,scale=19.4
synthetic_pairs\clean\00001384_000.png,synthetic_pairs\degraded\00001384_000_deg_1_underexposure.png,underexposure,factor=0.53
synthetic_pairs\clean\00001384_000.png,synthetic_pairs\degraded\00001384_000_deg_2_poisson_noise.png,poisson_noise,scale=14.3
synthetic_pairs\clean\00001384_000.png,synthetic_pairs\degraded\00001384_000_deg_3_underexposure.png,underexposure,factor=0.65
synthetic_pairs\clean\00001384_001.png,synthetic_pairs\degraded\00001384_001_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0420
synthetic_pairs\clean\00001384_001.png,synthetic_pairs\degraded\00001384_001_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.07
synthetic_pairs\clean\00001384_001.png,synthetic_pairs\degraded\00001384_001_deg_3_underexposure.png,underexposure,factor=0.63
synthetic_pairs\clean\00001385_000.png,synthetic_pairs\degraded\00001385_000_deg_1_combined.png,combined,"underexposure+contrast_compression(factor=0.31,pct=0.48)"
synthetic_pairs\clean\00001385_000.png,synthetic_pairs\degraded\00001385_000_deg_2_contrast_compression.png,contrast_compression,pct=0.48
synthetic_pairs\clean\00001385_000.png,synthetic_pairs\degraded\00001385_000_deg_3_gaussian_blur.png,gaussian_blur,sigma=1.07
synthetic_pairs\clean\00001385_001.png,synthetic_pairs\degraded\00001385_001_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0156
synthetic_pairs\clean\00001385_001.png,synthetic_pairs\degraded\00001385_001_deg_2_contrast_compression.png,contrast_compression,pct=0.51
synthetic_pairs\clean\00001385_001.png,synthetic_pairs\degraded\00001385_001_deg_3_combined.png,combined,"gaussian_noise+contrast_compression(variance=0.0476,pct=0.49)"
synthetic_pairs\clean\00001385_002.png,synthetic_pairs\degraded\00001385_002_deg_1_underexposure.png,underexposure,factor=0.56
synthetic_pairs\clean\00001385_002.png,synthetic_pairs\degraded\00001385_002_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.20
synthetic_pairs\clean\00001385_002.png,synthetic_pairs\degraded\00001385_002_deg_3_combined.png,combined,"poisson_noise+gaussian_blur(scale=44.2,sigma=1.95)"
synthetic_pairs\clean\00001385_003.png,synthetic_pairs\degraded\00001385_003_deg_1_underexposure.png,underexposure,factor=0.57
synthetic_pairs\clean\00001385_003.png,synthetic_pairs\degraded\00001385_003_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0082
synthetic_pairs\clean\00001385_003.png,synthetic_pairs\degraded\00001385_003_deg_3_gaussian_blur.png,gaussian_blur,sigma=1.11
synthetic_pairs\clean\00001385_004.png,synthetic_pairs\degraded\00001385_004_deg_1_contrast_compression.png,contrast_compression,pct=0.56
synthetic_pairs\clean\00001385_004.png,synthetic_pairs\degraded\00001385_004_deg_2_poisson_noise.png,poisson_noise,scale=22.7
synthetic_pairs\clean\00001385_004.png,synthetic_pairs\degraded\00001385_004_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0409
synthetic_pairs\clean\00001385_005.png,synthetic_pairs\degraded\00001385_005_deg_1_gaussian_blur.png,gaussian_blur,sigma=3.38
synthetic_pairs\clean\00001385_005.png,synthetic_pairs\degraded\00001385_005_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0487
synthetic_pairs\clean\00001385_005.png,synthetic_pairs\degraded\00001385_005_deg_3_poisson_noise.png,poisson_noise,scale=18.1
synthetic_pairs\clean\00001385_006.png,synthetic_pairs\degraded\00001385_006_deg_1_combined.png,combined,"gaussian_blur+underexposure(sigma=2.64,factor=0.40)"
synthetic_pairs\clean\00001385_006.png,synthetic_pairs\degraded\00001385_006_deg_2_contrast_compression.png,contrast_compression,pct=0.43
synthetic_pairs\clean\00001385_006.png,synthetic_pairs\degraded\00001385_006_deg_3_combined.png,combined,"gaussian_blur+underexposure(sigma=2.42,factor=0.66)"
synthetic_pairs\clean\00001385_007.png,synthetic_pairs\degraded\00001385_007_deg_1_combined.png,combined,"gaussian_noise+contrast_compression(variance=0.0217,pct=0.56)"
synthetic_pairs\clean\00001385_007.png,synthetic_pairs\degraded\00001385_007_deg_2_contrast_compression.png,contrast_compression,pct=0.31
synthetic_pairs\clean\00001385_007.png,synthetic_pairs\degraded\00001385_007_deg_3_combined.png,combined,"contrast_compression+poisson_noise(pct=0.49,scale=44.9)"
synthetic_pairs\clean\00001385_008.png,synthetic_pairs\degraded\00001385_008_deg_1_contrast_compression.png,contrast_compression,pct=0.55
synthetic_pairs\clean\00001385_008.png,synthetic_pairs\degraded\00001385_008_deg_2_combined.png,combined,"poisson_noise+gaussian_noise(scale=15.5,variance=0.0320)"
synthetic_pairs\clean\00001385_008.png,synthetic_pairs\degraded\00001385_008_deg_3_gaussian_blur.png,gaussian_blur,sigma=1.30
synthetic_pairs\clean\00001385_009.png,synthetic_pairs\degraded\00001385_009_deg_1_poisson_noise.png,poisson_noise,scale=22.0
synthetic_pairs\clean\00001385_009.png,synthetic_pairs\degraded\00001385_009_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0337
synthetic_pairs\clean\00001385_009.png,synthetic_pairs\degraded\00001385_009_deg_3_contrast_compression.png,contrast_compression,pct=0.50
synthetic_pairs\clean\00001385_010.png,synthetic_pairs\degraded\00001385_010_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0374
synthetic_pairs\clean\00001385_010.png,synthetic_pairs\degraded\00001385_010_deg_2_poisson_noise.png,poisson_noise,scale=49.4
synthetic_pairs\clean\00001385_010.png,synthetic_pairs\degraded\00001385_010_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0403
synthetic_pairs\clean\00001385_011.png,synthetic_pairs\degraded\00001385_011_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.67
synthetic_pairs\clean\00001385_011.png,synthetic_pairs\degraded\00001385_011_deg_2_combined.png,combined,"contrast_compression+gaussian_noise(pct=0.56,variance=0.0076)"
synthetic_pairs\clean\00001385_011.png,synthetic_pairs\degraded\00001385_011_deg_3_poisson_noise.png,poisson_noise,scale=25.9
synthetic_pairs\clean\00001385_012.png,synthetic_pairs\degraded\00001385_012_deg_1_underexposure.png,underexposure,factor=0.47
synthetic_pairs\clean\00001385_012.png,synthetic_pairs\degraded\00001385_012_deg_2_contrast_compression.png,contrast_compression,pct=0.48
synthetic_pairs\clean\00001385_012.png,synthetic_pairs\degraded\00001385_012_deg_3_poisson_noise.png,poisson_noise,scale=49.5
synthetic_pairs\clean\00001385_013.png,synthetic_pairs\degraded\00001385_013_deg_1_gaussian_blur.png,gaussian_blur,sigma=1.87
synthetic_pairs\clean\00001385_013.png,synthetic_pairs\degraded\00001385_013_deg_2_combined.png,combined,"underexposure+poisson_noise(factor=0.69,scale=13.6)"
synthetic_pairs\clean\00001385_013.png,synthetic_pairs\degraded\00001385_013_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0366
synthetic_pairs\clean\00001385_014.png,synthetic_pairs\degraded\00001385_014_deg_1_combined.png,combined,"poisson_noise+contrast_compression(scale=42.2,pct=0.59)"
synthetic_pairs\clean\00001385_014.png,synthetic_pairs\degraded\00001385_014_deg_2_contrast_compression.png,contrast_compression,pct=0.54
synthetic_pairs\clean\00001385_014.png,synthetic_pairs\degraded\00001385_014_deg_3_poisson_noise.png,poisson_noise,scale=19.4
synthetic_pairs\clean\00001385_015.png,synthetic_pairs\degraded\00001385_015_deg_1_combined.png,combined,"underexposure+poisson_noise(factor=0.51,scale=17.5)"
synthetic_pairs\clean\00001385_015.png,synthetic_pairs\degraded\00001385_015_deg_2_underexposure.png,underexposure,factor=0.39
synthetic_pairs\clean\00001385_015.png,synthetic_pairs\degraded\00001385_015_deg_3_contrast_compression.png,contrast_compression,pct=0.48
synthetic_pairs\clean\00001385_016.png,synthetic_pairs\degraded\00001385_016_deg_1_gaussian_blur.png,gaussian_blur,sigma=1.70
synthetic_pairs\clean\00001385_016.png,synthetic_pairs\degraded\00001385_016_deg_2_combined.png,combined,"poisson_noise+gaussian_blur(scale=20.2,sigma=2.79)"
synthetic_pairs\clean\00001385_016.png,synthetic_pairs\degraded\00001385_016_deg_3_underexposure.png,underexposure,factor=0.42
synthetic_pairs\clean\00001385_017.png,synthetic_pairs\degraded\00001385_017_deg_1_underexposure.png,underexposure,factor=0.63
synthetic_pairs\clean\00001385_017.png,synthetic_pairs\degraded\00001385_017_deg_2_poisson_noise.png,poisson_noise,scale=38.0
synthetic_pairs\clean\00001385_017.png,synthetic_pairs\degraded\00001385_017_deg_3_underexposure.png,underexposure,factor=0.63
synthetic_pairs\clean\00001385_018.png,synthetic_pairs\degraded\00001385_018_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0134
synthetic_pairs\clean\00001385_018.png,synthetic_pairs\degraded\00001385_018_deg_2_combined.png,combined,"gaussian_noise+underexposure(variance=0.0388,factor=0.42)"
synthetic_pairs\clean\00001385_018.png,synthetic_pairs\degraded\00001385_018_deg_3_gaussian_blur.png,gaussian_blur,sigma=1.98
synthetic_pairs\clean\00001385_019.png,synthetic_pairs\degraded\00001385_019_deg_1_poisson_noise.png,poisson_noise,scale=26.3
synthetic_pairs\clean\00001385_019.png,synthetic_pairs\degraded\00001385_019_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.85
synthetic_pairs\clean\00001385_019.png,synthetic_pairs\degraded\00001385_019_deg_3_contrast_compression.png,contrast_compression,pct=0.51
synthetic_pairs\clean\00001385_020.png,synthetic_pairs\degraded\00001385_020_deg_1_combined.png,combined,"underexposure+gaussian_noise(factor=0.54,variance=0.0308)"
synthetic_pairs\clean\00001385_020.png,synthetic_pairs\degraded\00001385_020_deg_2_contrast_compression.png,contrast_compression,pct=0.34
synthetic_pairs\clean\00001385_020.png,synthetic_pairs\degraded\00001385_020_deg_3_underexposure.png,underexposure,factor=0.50
synthetic_pairs\clean\00001386_000.png,synthetic_pairs\degraded\00001386_000_deg_1_poisson_noise.png,poisson_noise,scale=24.7
synthetic_pairs\clean\00001386_000.png,synthetic_pairs\degraded\00001386_000_deg_2_underexposure.png,underexposure,factor=0.47
synthetic_pairs\clean\00001386_000.png,synthetic_pairs\degraded\00001386_000_deg_3_poisson_noise.png,poisson_noise,scale=33.4
synthetic_pairs\clean\00001387_000.png,synthetic_pairs\degraded\00001387_000_deg_1_poisson_noise.png,poisson_noise,scale=34.6
synthetic_pairs\clean\00001387_000.png,synthetic_pairs\degraded\00001387_000_deg_2_contrast_compression.png,contrast_compression,pct=0.43
synthetic_pairs\clean\00001387_000.png,synthetic_pairs\degraded\00001387_000_deg_3_poisson_noise.png,poisson_noise,scale=17.2
synthetic_pairs\clean\00001388_000.png,synthetic_pairs\degraded\00001388_000_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0475
synthetic_pairs\clean\00001388_000.png,synthetic_pairs\degraded\00001388_000_deg_2_underexposure.png,underexposure,factor=0.42
synthetic_pairs\clean\00001388_000.png,synthetic_pairs\degraded\00001388_000_deg_3_poisson_noise.png,poisson_noise,scale=25.4
synthetic_pairs\clean\00001389_000.png,synthetic_pairs\degraded\00001389_000_deg_1_gaussian_blur.png,gaussian_blur,sigma=3.37
synthetic_pairs\clean\00001389_000.png,synthetic_pairs\degraded\00001389_000_deg_2_underexposure.png,underexposure,factor=0.61
synthetic_pairs\clean\00001389_000.png,synthetic_pairs\degraded\00001389_000_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.94
synthetic_pairs\clean\00001389_001.png,synthetic_pairs\degraded\00001389_001_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0261
synthetic_pairs\clean\00001389_001.png,synthetic_pairs\degraded\00001389_001_deg_2_poisson_noise.png,poisson_noise,scale=45.9
synthetic_pairs\clean\00001389_001.png,synthetic_pairs\degraded\00001389_001_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0308
synthetic_pairs\clean\00001389_002.png,synthetic_pairs\degraded\00001389_002_deg_1_poisson_noise.png,poisson_noise,scale=37.1
synthetic_pairs\clean\00001389_002.png,synthetic_pairs\degraded\00001389_002_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.13
synthetic_pairs\clean\00001389_002.png,synthetic_pairs\degraded\00001389_002_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0113
synthetic_pairs\clean\00001389_003.png,synthetic_pairs\degraded\00001389_003_deg_1_contrast_compression.png,contrast_compression,pct=0.39
synthetic_pairs\clean\00001389_003.png,synthetic_pairs\degraded\00001389_003_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0493
synthetic_pairs\clean\00001389_003.png,synthetic_pairs\degraded\00001389_003_deg_3_contrast_compression.png,contrast_compression,pct=0.39
synthetic_pairs\clean\00001389_004.png,synthetic_pairs\degraded\00001389_004_deg_1_contrast_compression.png,contrast_compression,pct=0.35
synthetic_pairs\clean\00001389_004.png,synthetic_pairs\degraded\00001389_004_deg_2_poisson_noise.png,poisson_noise,scale=38.7
synthetic_pairs\clean\00001389_004.png,synthetic_pairs\degraded\00001389_004_deg_3_combined.png,combined,"gaussian_noise+poisson_noise(variance=0.0347,scale=22.2)"
synthetic_pairs\clean\00001389_005.png,synthetic_pairs\degraded\00001389_005_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0483
synthetic_pairs\clean\00001389_005.png,synthetic_pairs\degraded\00001389_005_deg_2_contrast_compression.png,contrast_compression,pct=0.47
synthetic_pairs\clean\00001389_005.png,synthetic_pairs\degraded\00001389_005_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0283
synthetic_pairs\clean\00001390_000.png,synthetic_pairs\degraded\00001390_000_deg_1_poisson_noise.png,poisson_noise,scale=18.6
synthetic_pairs\clean\00001390_000.png,synthetic_pairs\degraded\00001390_000_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0133
synthetic_pairs\clean\00001390_000.png,synthetic_pairs\degraded\00001390_000_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.59
synthetic_pairs\clean\00001391_000.png,synthetic_pairs\degraded\00001391_000_deg_1_gaussian_blur.png,gaussian_blur,sigma=3.33
synthetic_pairs\clean\00001391_000.png,synthetic_pairs\degraded\00001391_000_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0192
synthetic_pairs\clean\00001391_000.png,synthetic_pairs\degraded\00001391_000_deg_3_combined.png,combined,"contrast_compression+gaussian_blur(pct=0.59,sigma=3.04)"
synthetic_pairs\clean\00001392_000.png,synthetic_pairs\degraded\00001392_000_deg_1_combined.png,combined,"gaussian_blur+contrast_compression(sigma=3.30,pct=0.50)"
synthetic_pairs\clean\00001392_000.png,synthetic_pairs\degraded\00001392_000_deg_2_contrast_compression.png,contrast_compression,pct=0.38
synthetic_pairs\clean\00001392_000.png,synthetic_pairs\degraded\00001392_000_deg_3_poisson_noise.png,poisson_noise,scale=40.9
synthetic_pairs\clean\00001393_000.png,synthetic_pairs\degraded\00001393_000_deg_1_gaussian_blur.png,gaussian_blur,sigma=3.36
synthetic_pairs\clean\00001393_000.png,synthetic_pairs\degraded\00001393_000_deg_2_underexposure.png,underexposure,factor=0.60
synthetic_pairs\clean\00001393_000.png,synthetic_pairs\degraded\00001393_000_deg_3_poisson_noise.png,poisson_noise,scale=25.5
synthetic_pairs\clean\00001394_000.png,synthetic_pairs\degraded\00001394_000_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.34
synthetic_pairs\clean\00001394_000.png,synthetic_pairs\degraded\00001394_000_deg_2_underexposure.png,underexposure,factor=0.64
synthetic_pairs\clean\00001394_000.png,synthetic_pairs\degraded\00001394_000_deg_3_combined.png,combined,"gaussian_blur+poisson_noise(sigma=1.00,scale=36.6)"
synthetic_pairs\clean\00001394_001.png,synthetic_pairs\degraded\00001394_001_deg_1_contrast_compression.png,contrast_compression,pct=0.54
synthetic_pairs\clean\00001394_001.png,synthetic_pairs\degraded\00001394_001_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0414
synthetic_pairs\clean\00001394_001.png,synthetic_pairs\degraded\00001394_001_deg_3_poisson_noise.png,poisson_noise,scale=46.5
synthetic_pairs\clean\00001395_000.png,synthetic_pairs\degraded\00001395_000_deg_1_contrast_compression.png,contrast_compression,pct=0.42
synthetic_pairs\clean\00001395_000.png,synthetic_pairs\degraded\00001395_000_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.16
synthetic_pairs\clean\00001395_000.png,synthetic_pairs\degraded\00001395_000_deg_3_combined.png,combined,"contrast_compression+gaussian_noise(pct=0.33,variance=0.0353)"
synthetic_pairs\clean\00001395_001.png,synthetic_pairs\degraded\00001395_001_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0114
synthetic_pairs\clean\00001395_001.png,synthetic_pairs\degraded\00001395_001_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.46
synthetic_pairs\clean\00001395_001.png,synthetic_pairs\degraded\00001395_001_deg_3_combined.png,combined,"poisson_noise+contrast_compression(scale=11.7,pct=0.35)"
synthetic_pairs\clean\00001395_002.png,synthetic_pairs\degraded\00001395_002_deg_1_contrast_compression.png,contrast_compression,pct=0.50
synthetic_pairs\clean\00001395_002.png,synthetic_pairs\degraded\00001395_002_deg_2_underexposure.png,underexposure,factor=0.67
synthetic_pairs\clean\00001395_002.png,synthetic_pairs\degraded\00001395_002_deg_3_combined.png,combined,"underexposure+gaussian_blur(factor=0.41,sigma=2.34)"
synthetic_pairs\clean\00001395_003.png,synthetic_pairs\degraded\00001395_003_deg_1_poisson_noise.png,poisson_noise,scale=15.1
synthetic_pairs\clean\00001395_003.png,synthetic_pairs\degraded\00001395_003_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0137
synthetic_pairs\clean\00001395_003.png,synthetic_pairs\degraded\00001395_003_deg_3_contrast_compression.png,contrast_compression,pct=0.58
synthetic_pairs\clean\00001395_004.png,synthetic_pairs\degraded\00001395_004_deg_1_gaussian_blur.png,gaussian_blur,sigma=1.35
synthetic_pairs\clean\00001395_004.png,synthetic_pairs\degraded\00001395_004_deg_2_poisson_noise.png,poisson_noise,scale=22.6
synthetic_pairs\clean\00001395_004.png,synthetic_pairs\degraded\00001395_004_deg_3_underexposure.png,underexposure,factor=0.65
synthetic_pairs\clean\00001395_005.png,synthetic_pairs\degraded\00001395_005_deg_1_contrast_compression.png,contrast_compression,pct=0.45
synthetic_pairs\clean\00001395_005.png,synthetic_pairs\degraded\00001395_005_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0492
synthetic_pairs\clean\00001395_005.png,synthetic_pairs\degraded\00001395_005_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.75
synthetic_pairs\clean\00001395_006.png,synthetic_pairs\degraded\00001395_006_deg_1_combined.png,combined,"gaussian_noise+gaussian_blur(variance=0.0435,sigma=1.21)"
synthetic_pairs\clean\00001395_006.png,synthetic_pairs\degraded\00001395_006_deg_2_contrast_compression.png,contrast_compression,pct=0.40
synthetic_pairs\clean\00001395_006.png,synthetic_pairs\degraded\00001395_006_deg_3_poisson_noise.png,poisson_noise,scale=28.3
synthetic_pairs\clean\00001395_007.png,synthetic_pairs\degraded\00001395_007_deg_1_contrast_compression.png,contrast_compression,pct=0.35
synthetic_pairs\clean\00001395_007.png,synthetic_pairs\degraded\00001395_007_deg_2_combined.png,combined,"gaussian_noise+poisson_noise(variance=0.0385,scale=42.3)"
synthetic_pairs\clean\00001395_007.png,synthetic_pairs\degraded\00001395_007_deg_3_contrast_compression.png,contrast_compression,pct=0.57
synthetic_pairs\clean\00001395_008.png,synthetic_pairs\degraded\00001395_008_deg_1_underexposure.png,underexposure,factor=0.31
synthetic_pairs\clean\00001395_008.png,synthetic_pairs\degraded\00001395_008_deg_2_poisson_noise.png,poisson_noise,scale=21.4
synthetic_pairs\clean\00001395_008.png,synthetic_pairs\degraded\00001395_008_deg_3_contrast_compression.png,contrast_compression,pct=0.40
synthetic_pairs\clean\00001395_009.png,synthetic_pairs\degraded\00001395_009_deg_1_contrast_compression.png,contrast_compression,pct=0.49
synthetic_pairs\clean\00001395_009.png,synthetic_pairs\degraded\00001395_009_deg_2_gaussian_blur.png,gaussian_blur,sigma=3.29
synthetic_pairs\clean\00001395_009.png,synthetic_pairs\degraded\00001395_009_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0360
synthetic_pairs\clean\00001395_010.png,synthetic_pairs\degraded\00001395_010_deg_1_combined.png,combined,"contrast_compression+underexposure(pct=0.47,factor=0.38)"
synthetic_pairs\clean\00001395_010.png,synthetic_pairs\degraded\00001395_010_deg_2_contrast_compression.png,contrast_compression,pct=0.41
synthetic_pairs\clean\00001395_010.png,synthetic_pairs\degraded\00001395_010_deg_3_poisson_noise.png,poisson_noise,scale=35.1
synthetic_pairs\clean\00001395_011.png,synthetic_pairs\degraded\00001395_011_deg_1_underexposure.png,underexposure,factor=0.44
synthetic_pairs\clean\00001395_011.png,synthetic_pairs\degraded\00001395_011_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.43
synthetic_pairs\clean\00001395_011.png,synthetic_pairs\degraded\00001395_011_deg_3_gaussian_noise.png,gaussian_noise,variance=0.0316
synthetic_pairs\clean\00001395_012.png,synthetic_pairs\degraded\00001395_012_deg_1_combined.png,combined,"underexposure+gaussian_blur(factor=0.48,sigma=1.71)"
synthetic_pairs\clean\00001395_012.png,synthetic_pairs\degraded\00001395_012_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0292
synthetic_pairs\clean\00001395_012.png,synthetic_pairs\degraded\00001395_012_deg_3_gaussian_blur.png,gaussian_blur,sigma=2.64
synthetic_pairs\clean\00001395_013.png,synthetic_pairs\degraded\00001395_013_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0357
synthetic_pairs\clean\00001395_013.png,synthetic_pairs\degraded\00001395_013_deg_2_underexposure.png,underexposure,factor=0.64
synthetic_pairs\clean\00001395_013.png,synthetic_pairs\degraded\00001395_013_deg_3_contrast_compression.png,contrast_compression,pct=0.39
synthetic_pairs\clean\00001395_014.png,synthetic_pairs\degraded\00001395_014_deg_1_poisson_noise.png,poisson_noise,scale=43.0
synthetic_pairs\clean\00001395_014.png,synthetic_pairs\degraded\00001395_014_deg_2_contrast_compression.png,contrast_compression,pct=0.32
synthetic_pairs\clean\00001395_014.png,synthetic_pairs\degraded\00001395_014_deg_3_gaussian_blur.png,gaussian_blur,sigma=0.86
synthetic_pairs\clean\00001396_000.png,synthetic_pairs\degraded\00001396_000_deg_1_combined.png,combined,"gaussian_noise+underexposure(variance=0.0165,factor=0.44)"
synthetic_pairs\clean\00001396_000.png,synthetic_pairs\degraded\00001396_000_deg_2_underexposure.png,underexposure,factor=0.63
synthetic_pairs\clean\00001396_000.png,synthetic_pairs\degraded\00001396_000_deg_3_poisson_noise.png,poisson_noise,scale=44.5
synthetic_pairs\clean\00001397_000.png,synthetic_pairs\degraded\00001397_000_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0387
synthetic_pairs\clean\00001397_000.png,synthetic_pairs\degraded\00001397_000_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.80
synthetic_pairs\clean\00001397_000.png,synthetic_pairs\degraded\00001397_000_deg_3_poisson_noise.png,poisson_noise,scale=45.8
synthetic_pairs\clean\00001397_001.png,synthetic_pairs\degraded\00001397_001_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.67
synthetic_pairs\clean\00001397_001.png,synthetic_pairs\degraded\00001397_001_deg_2_poisson_noise.png,poisson_noise,scale=15.0
synthetic_pairs\clean\00001397_001.png,synthetic_pairs\degraded\00001397_001_deg_3_contrast_compression.png,contrast_compression,pct=0.36
synthetic_pairs\clean\00001397_002.png,synthetic_pairs\degraded\00001397_002_deg_1_poisson_noise.png,poisson_noise,scale=17.0
synthetic_pairs\clean\00001397_002.png,synthetic_pairs\degraded\00001397_002_deg_2_underexposure.png,underexposure,factor=0.39
synthetic_pairs\clean\00001397_002.png,synthetic_pairs\degraded\00001397_002_deg_3_contrast_compression.png,contrast_compression,pct=0.41
synthetic_pairs\clean\00001397_003.png,synthetic_pairs\degraded\00001397_003_deg_1_underexposure.png,underexposure,factor=0.44
synthetic_pairs\clean\00001397_003.png,synthetic_pairs\degraded\00001397_003_deg_2_contrast_compression.png,contrast_compression,pct=0.47
synthetic_pairs\clean\00001397_003.png,synthetic_pairs\degraded\00001397_003_deg_3_combined.png,combined,"underexposure+poisson_noise(factor=0.57,scale=41.7)"
synthetic_pairs\clean\00001397_004.png,synthetic_pairs\degraded\00001397_004_deg_1_gaussian_blur.png,gaussian_blur,sigma=2.14
synthetic_pairs\clean\00001397_004.png,synthetic_pairs\degraded\00001397_004_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0081
synthetic_pairs\clean\00001397_004.png,synthetic_pairs\degraded\00001397_004_deg_3_combined.png,combined,"contrast_compression+gaussian_noise(pct=0.37,variance=0.0286)"
synthetic_pairs\clean\00001397_005.png,synthetic_pairs\degraded\00001397_005_deg_1_contrast_compression.png,contrast_compression,pct=0.52
synthetic_pairs\clean\00001397_005.png,synthetic_pairs\degraded\00001397_005_deg_2_gaussian_blur.png,gaussian_blur,sigma=1.91
synthetic_pairs\clean\00001397_005.png,synthetic_pairs\degraded\00001397_005_deg_3_contrast_compression.png,contrast_compression,pct=0.54
synthetic_pairs\clean\00001397_006.png,synthetic_pairs\degraded\00001397_006_deg_1_poisson_noise.png,poisson_noise,scale=32.3
synthetic_pairs\clean\00001397_006.png,synthetic_pairs\degraded\00001397_006_deg_2_gaussian_blur.png,gaussian_blur,sigma=2.68
synthetic_pairs\clean\00001397_006.png,synthetic_pairs\degraded\00001397_006_deg_3_contrast_compression.png,contrast_compression,pct=0.56
synthetic_pairs\clean\00001397_007.png,synthetic_pairs\degraded\00001397_007_deg_1_gaussian_noise.png,gaussian_noise,variance=0.0419
synthetic_pairs\clean\00001397_007.png,synthetic_pairs\degraded\00001397_007_deg_2_combined.png,combined,"gaussian_blur+underexposure(sigma=1.73,factor=0.55)"
synthetic_pairs\clean\00001397_007.png,synthetic_pairs\degraded\00001397_007_deg_3_contrast_compression.png,contrast_compression,pct=0.56
synthetic_pairs\clean\00001397_008.png,synthetic_pairs\degraded\00001397_008_deg_1_combined.png,combined,"underexposure+poisson_noise(factor=0.43,scale=28.0)"
synthetic_pairs\clean\00001397_008.png,synthetic_pairs\degraded\00001397_008_deg_2_contrast_compression.png,contrast_compression,pct=0.50
synthetic_pairs\clean\00001397_008.png,synthetic_pairs\degraded\00001397_008_deg_3_poisson_noise.png,poisson_noise,scale=22.9
synthetic_pairs\clean\00001397_009.png,synthetic_pairs\degraded\00001397_009_deg_1_underexposure.png,underexposure,factor=0.32
synthetic_pairs\clean\00001397_009.png,synthetic_pairs\degraded\00001397_009_deg_2_gaussian_noise.png,gaussian_noise,variance=0.0252
synthetic_pairs\clean\00001397_009.png,synthetic_pairs\degraded\00001397_009_deg_3_poisson_noise.png,poisson_noise,scale=49.8
synthetic_pairs\clean\00001397_010.png,synthetic_pairs\degraded\00001397_010_deg_1_underexposure.png,underexposure,factor=0.59
synthetic_pairs\clean\00001397_010.png,synthetic_pairs\degraded\00001397_010_deg_2_gaussian_blur.png,gaussian_blur,sigma=0.89
